id_conversation,ingestion_date,ds_comentario,sent_predito_1,flag_negativo,flag_positivo,sent_predito_final
396656,2023-09-29 16:47:45.401,mas ou menos,1,0,0,1
265670,2023-09-29 16:47:45.401,muito atencioso ,2,0,0,2
380213,2023-09-29 16:47:45.401,"demorou um pouco, mais minhas dúvidas foram tiradas e resolvidas ",0,0,0,0
398064,2023-09-29 16:47:45.401,não atendeu as minhas necessidades.,1,0,0,1
396654,2023-09-29 16:47:45.401,muito bom ,2,0,0,2
397213,2023-09-29 16:47:45.401,ruim ,0,0,0,0
463579,2023-10-01 02:17:53.606,bom,2,0,0,2
447776,2023-10-01 02:17:53.606,Meu problema não foi resolvido ,2,0,0,2
463589,2023-10-01 02:17:53.606,eu tava com duvida sobre a minha fatura que fechou no dia 29 e no dia 30 eu fui pagar o boleto e não estava no sistema ainda. aí eu entrei no chat e eu fui muito bem explicado só posso pagar com três dias úteis ,1,0,0,1
460822,2023-10-01 02:17:53.606,A Ju é ótima dando suporte,1,0,0,1
461158,2023-10-01 02:17:53.606,bom atendimento ,2,0,0,2
460774,2023-10-01 02:17:53.606,"Atendimento muito bom , porém ainda estou aguardando o dinheiro cair na minha conta",2,0,0,2
456316,2023-10-01 02:17:53.606,"Agradeço pelo retorno, atendimento nota 10/10.",0,0,0,0
428997,2023-10-01 02:17:53.606,Não  resolveram meu problema,1,0,0,1
461279,2023-10-01 02:17:53.606,quero negociar minha divida mais  mais vcs não tá disponível ,0,0,0,0
492360,2023-10-04 03:03:47.945,bom meu primeiro atendimento foi excelente obrigado Will bank problema resolvido ☺️,2,0,0,2
490123,2023-10-04 03:03:47.945,Encerram a conversa. ,0,0,0,0
492290,2023-10-04 03:03:47.945,ótimo atendimento ,0,0,1,0
463347,2023-10-04 03:03:47.945,não fui respondida,1,0,0,1
492411,2023-10-04 03:03:47.945,nao respondem da forma que precisamos para entender se resolveu ,0,0,0,0
492472,2023-10-04 03:03:47.945,mellhora a forma de pagamento da fatura ,1,0,0,1
218411,2023-09-29 16:47:45.401,bom,2,0,0,2
218428,2023-09-29 16:47:45.401,nao consigo resolver nada nesse chat,0,0,0,0
214857,2023-09-29 16:47:45.401,bom de mas,2,0,0,2
210476,2023-09-29 16:47:45.401,Ótimo atendimento ,0,0,0,0
207067,2023-09-29 16:47:45.401,Obrigado pela atenção ,2,0,0,2
355847,2023-09-29 16:47:45.401,não resolveu o meu problema,1,0,0,1
358398,2023-09-29 16:47:45.401,gostei do atendimento muito obrigado ,2,0,0,2
357355,2023-09-29 16:47:45.401,meu problema ainda não foi resolvido ,2,0,0,2
318453,2023-09-29 16:47:45.401,já tem mais de 3 dias tentando cancelar a conta e não consigo por causa da demora no atendimento ,0,0,0,0
357361,2023-09-29 16:47:45.401,mais uma porcaria de atendimento... muita exigência por algo que já apresentei o que foi pedido .... tá me dando muita dor de cabeça .... vou solicitar o cancelamento do cartão por algo simples para se resolver ,0,0,0,0
357524,2023-09-29 16:47:45.401,esses 2 reais vai ficar ate o mes aue vem?????,1,0,0,1
357611,2023-09-29 16:47:45.401,"Além de não notificar sobre o chat e ter que ficar entrando no app o tempo todo, é estressante a demora de resposta!! No mais, é isso!!",0,0,0,0
358420,2023-09-29 16:47:45.401,muito bom atendimento ,2,0,0,2
358335,2023-09-29 16:47:45.401,atendimento excelente e rápido ,0,0,0,0
253201,2023-09-29 16:47:45.401,O Will é muito bom mesmo só estou achando dificuldade em atualizar o meu email pois o que tem aí não existe mais é outro e preciso desbloquear a minha conta gostaria encarecidamente de resolver esse probleminha dês de já agradeço ,0,0,0,0
254734,2023-09-29 16:47:45.401,😍,1,0,0,1
341692,2023-09-29 16:47:45.401,Satisfeito parabéns ,1,0,0,1
344806,2023-09-29 16:47:45.401,"foi muito rápida e atenciosa, resolveu meu problema e foi simpática ",2,0,0,2
345473,2023-09-29 16:47:45.401,"atendimento rápido, respondeu minha dúvida sem enrolação ",0,0,0,0
313462,2023-09-29 16:47:45.401,quero as outras raspadinha por favor ,1,0,0,1
403042,2023-09-29 16:47:45.401,foi muito bom E obrigado pelo atendimento,2,0,0,2
397183,2023-09-29 16:47:45.401,resolveu em partes ,0,0,0,0
400207,2023-09-29 16:47:45.401,nao ajudou em nada ,0,0,0,0
400392,2023-09-29 16:47:45.401,"obrigada, espero q seja liberado logo!",2,0,0,2
398795,2023-09-29 16:47:45.401,falta de respeito com os clientes atendimento do char péssimo horas e horas pra responder ninguém vai ficar esperando a boa vontade do sistema ou do atendente muito Ruim ,0,1,0,0
220365,2023-09-29 16:47:45.401,Muito bom atendimento ,2,0,0,2
223406,2023-09-29 16:47:45.401,atendimento ótimo!,0,0,1,0
225330,2023-09-29 16:47:45.401,shou de atendimento!!! Parabéns!!,0,0,0,0
224457,2023-09-29 16:47:45.401,Não gostei porque tá com muitas vezes que eu tento faz um cadastro para mim e sem diz não foi dessa vez ,0,0,0,0
242960,2023-09-29 16:47:45.401,muito bom,2,0,0,2
213155,2023-09-29 16:47:45.401,sim tem como liberar mais limite estou precisando ,1,0,0,1
213700,2023-09-29 16:47:45.401,horrível ,0,0,0,0
213970,2023-09-29 16:47:45.401,Camila foi rápida e eficaz Obrigado ,2,0,0,2
214047,2023-09-29 16:47:45.401,wueria falar com um atendente e não com uma mensagem gravada pois queria tira dúvidas q na mensagem gravada não tem a opção então melhore aí esse atendimento ,1,0,0,1
249058,2023-09-29 16:47:45.401,tomara que eu não perca o meu limite amo meu cartão de crédito will,1,0,0,1
245509,2023-09-29 16:47:45.401,Explico que já fiz o passo a passo que vocês mandam e mesmo assim não consigo resolver meu problema. Um Banco tão bom como esse fica deixando a desejar por mínimas coisas.,0,0,0,0
247920,2023-09-29 16:47:45.401,demora muito a responder ,0,0,0,0
249265,2023-09-29 16:47:45.401,banco muito  rui para emprestimo e limite de crédito muito baixo,2,0,0,2
230418,2023-09-29 16:47:45.401,"Ótimo atendimento, foi resolvido meu problema!!",2,0,0,2
223222,2023-09-29 16:47:45.401,"Um tempo de espera um pouco longo, mas me pediu desculpas e foi super atenciosa durante o atendimento, muito obrigada e parabéns!",2,0,0,2
468706,2023-10-02 02:56:42.543,bom atendimento.,2,0,0,2
285469,2023-10-02 02:56:42.543,Obrigado ,2,0,0,2
465056,2023-10-02 02:56:42.543,"eu fiquei esperando por essa converso por quase 24h. é um ansurdo que vocês tenham encerrado o chat porque demorei 1hora para responder. além da falta de segurança, há uma falta de respeito com o proprio cliente!",0,1,0,0
469325,2023-10-02 02:56:42.543,aplicativo ótimo obrigado ,2,0,1,2
469323,2023-10-02 02:56:42.543,Não consegui resolver a minha dúvida ,0,0,0,0
431844,2023-10-02 02:56:42.543,ótimo atendimento ,0,0,1,0
228764,2023-09-29 16:47:45.401,❤️,1,0,0,1
227341,2023-09-29 16:47:45.401,como faço vou ter que pagar uma conta que ñ fiz,0,0,0,0
228837,2023-09-29 16:47:45.401,código de rastreio não vejo,1,0,0,1
228096,2023-09-29 16:47:45.401,excelente.  ficarei grato quando meu amarelo chegar kkk,1,0,0,1
222156,2023-09-29 16:47:45.401,"NÃO SOLUCIONOU NADA, QUERO O EXTRATO",0,0,0,0
548357,2023-10-10 02:17:21.963,o atendimento que a will oferece é pessimo! ,0,0,0,0
557844,2023-10-10 02:17:21.963,ótimo ,2,0,1,2
556485,2023-10-10 02:17:21.963,ótimo ,2,0,1,2
557903,2023-10-10 02:17:21.963,muito bom atendimento ,2,0,0,2
557901,2023-10-10 02:17:21.963,Bom ,2,0,0,2
557740,2023-10-10 02:17:21.963,amei o atendimento ,0,0,0,0
557941,2023-10-10 02:17:21.963,"era pra gente tem pelo menos 200 reais, em limite no cartão de crédito, pra a gente tenta compra e vocês avaliar a gente.",0,0,0,0
463602,2023-10-10 02:17:21.963,"atendente demora horas ou dias para aparecer, impossível se falar com um",0,0,0,0
557450,2023-10-10 02:17:21.963,bom atendimento ,2,0,0,2
551400,2023-10-10 02:17:21.963,n ajudou em nada..quero mudar o e-mail mas n tem como..sendo assim n tem como mudar a senha de 4 numero,1,0,0,1
546098,2023-10-10 02:17:21.963,atendimento e uma merda,0,0,0,0
545039,2023-10-10 02:17:21.963,Atendimento após dias. ,0,0,0,0
559792,2023-10-10 02:17:21.963,muito lerdo  o atendimento ,2,0,0,2
492280,2023-10-10 02:17:21.963,?,1,0,0,1
560221,2023-10-10 02:17:21.963,Ñ estou conseguindo,1,0,0,1
557052,2023-10-10 02:17:21.963,excelente comunicação ,2,0,0,2
545152,2023-10-10 02:17:21.963,quero cancelar a essa conta,0,0,0,0
549249,2023-10-10 02:17:21.963,Obrigada ,2,0,0,2
400789,2023-09-29 16:47:45.401,Bom atendimento 😍😍,2,0,0,2
400018,2023-09-29 16:47:45.401,muito bom ,2,0,0,2
399962,2023-09-29 16:47:45.401,O atendente demorou muito para responder,1,0,0,1
382923,2023-09-29 16:47:45.401,"Ótimo atendimento me ajudou muito, parabéns equipe will",2,0,0,2
401362,2023-09-29 16:47:45.401,Presizava do limete de 1000 reais pra hoje n pude adiantar as faturas então não me ajudou em nada aff,0,0,0,0
401360,2023-09-29 16:47:45.401,"atendimento ótimo, obrigada!",2,0,1,2
246318,2023-09-29 16:47:45.401,obrigado ,2,0,0,2
241568,2023-09-29 16:47:45.401,Continuo sem soluções pra o meu problema .: ninguém resolve nada ,0,0,0,0
246920,2023-09-29 16:47:45.401,"gostei, resolveu minha dúvida ",1,0,0,1
245475,2023-09-29 16:47:45.401,"Por enquanto meu assunto ainda não foi resolvido, mas tenho certeza que vocês irão me ajudar. Obrigada pela atenção ",2,0,0,2
354283,2023-09-29 16:47:45.401,impressionante o dia todo e não resolveram,1,0,0,1
318953,2023-09-29 16:47:45.401,inacreditável esperar até 24 horas para ser atendido. péssimo isso.,0,0,0,0
407428,2023-09-29 16:47:45.401,não consigo falar esperando a dias alguém me atende ,0,0,0,0
415194,2023-09-29 16:47:45.401,preciso resolver pq nao entrou o valor,0,0,0,0
415198,2023-09-29 16:47:45.401,Sem interesse ao cliente ,0,0,0,0
415299,2023-09-29 16:47:45.401,Faz tempo q estou tentando aumentar o limite do pix e não consigo,1,0,0,1
406762,2023-09-29 16:47:45.401,e agora tentaram entregar meu cartão duas vezes não conseguiram oque fazer,1,0,0,1
406823,2023-09-29 16:47:45.401,Will Bank e o melhor cartão é  o melhor banco gostei ,1,0,0,1
406752,2023-09-29 16:47:45.401,"não gostei. o link que me mandou do rastreamento, está dizendo não tem nem uma encomenda.",0,0,0,0
404645,2023-09-29 16:47:45.401,"muito atenciosa,amei o atendimento ",2,0,0,2
404847,2023-09-29 16:47:45.401,"O atendimento é uma porcaria, demora uma vida",0,0,0,0
406936,2023-09-29 16:47:45.401,legal,1,0,0,1
368642,2023-09-29 16:47:45.401,rini ,1,0,0,1
401288,2023-09-29 16:47:45.401,atendimento nota mil ,0,0,0,0
401317,2023-09-29 16:47:45.401,não gostei do atendimento não solucionou meu problema precisava de um aumento de limite 😭,0,0,0,0
401503,2023-09-29 16:47:45.401,Gostei Muito Do Atendimento ,0,0,0,0
401634,2023-09-29 16:47:45.401,Demorou muito para responder as perguntas ,1,0,0,1
402252,2023-09-29 16:47:45.401,Já esclareceu minha dúvida,2,0,0,2
421857,2023-09-29 16:47:45.401,preciso de ajuda,1,0,0,1
400504,2023-09-29 16:47:45.401,meu cartão foi bloqueado  é eu esqueci a senha de 4digitos,1,0,0,1
265025,2023-09-29 16:47:45.401,espero q tenha boas experiências com vocês,0,0,0,0
263793,2023-09-29 16:47:45.401,Estou muito satisfeita. ,2,0,0,2
264975,2023-09-29 16:47:45.401,super atenciosa.,1,0,0,1
410096,2023-09-29 16:47:45.401,n foi oq perguntei ,0,0,0,0
403581,2023-09-29 16:47:45.401,horrível o atendimento de vcs ,0,0,0,0
410588,2023-09-29 16:47:45.401,pecimo ,1,0,0,1
304807,2023-09-29 16:47:45.401,não entendi porque continua vindo cobrando as parcelas de um produto que já tive o reembolso ,1,0,0,1
302629,2023-09-29 16:47:45.401,"Estou querendo pagar a fatura e o aplicativo não está aceitando,e sempre paguei online ",0,0,0,0
290249,2023-09-29 16:47:45.401,A atendente Helena é muito carismática ,2,0,0,2
302559,2023-09-29 16:47:45.401,demora demais pra atender e quando resolver atender horas depois ,0,0,0,0
304441,2023-09-29 16:47:45.401,"detalhes da fatura tbm ta zerado o mês de setembro, não mostra nada ",1,0,0,1
304049,2023-09-29 16:47:45.401,excelente atendimento! amei🥰,2,0,0,2
434968,2023-10-04 03:03:47.945,Já faz três semanas que não tenho assesso ao app até agora não resolveu nada...uma bosta !!!!!,0,0,0,0
484357,2023-10-04 03:03:47.945,foi bom.. ,2,0,0,2
475555,2023-10-04 03:03:47.945,vocês não ajudam,0,0,0,0
480487,2023-10-04 03:03:47.945,Vc não resolveu meu problema não ,0,0,0,0
480608,2023-10-04 03:03:47.945,demora muito,2,0,0,2
484492,2023-10-04 03:03:47.945,bom,2,0,0,2
484475,2023-10-04 03:03:47.945,otimo,1,0,0,1
477674,2023-10-04 03:03:47.945,espero por horas e qdo resolve atender o tempo de espera é de 30 minutos e não tem um alarme informando que tem mensagem ,0,0,0,0
484577,2023-10-04 03:03:47.945,muito bom o atendimento ,2,0,0,2
484455,2023-10-04 03:03:47.945,amei o atendimento 💛💛,0,0,0,0
344712,2023-09-29 16:47:45.401,bom,2,0,0,2
349615,2023-09-29 16:47:45.401,"péssimo aplicativo, não funciona, trava toda hora  ",0,0,0,0
345408,2023-09-29 16:47:45.401,A demora do atendimento poderia ser menor pois estou encerando a conversa agora e a iniciei as 7 horas da manhã,0,0,0,0
265255,2023-09-29 16:47:45.401,ótimo atendimento 🥰,0,0,1,0
264284,2023-09-29 16:47:45.401,muito demorado o atendimento ,0,0,0,0
219122,2023-09-29 16:47:45.401,atendimento excelente tomara que me enviem certinho aí vai estar 100% resolvido ,2,0,0,2
216416,2023-09-29 16:47:45.401,"Apesar de muitas perguntas, o tempo máximo de 30 min de espera para encerrar o atendimento, até que tive meu problema resolvido.",1,0,0,1
219266,2023-09-29 16:47:45.401,foi muito bom o atendimento ,2,0,0,2
265597,2023-09-29 16:47:45.401,"atendimento péssimo,pois nem da opção da gente conversar e pedir explicação sobre o que aconteceu ",0,0,0,0
265059,2023-09-29 16:47:45.401,super atencioso!,1,0,0,1
261722,2023-09-29 16:47:45.401,"Atendente muito gentil, amei o atendimento nota 10 ",0,0,0,0
535436,2023-10-10 02:17:21.963,"Suporte deixa a desejar, mil anos para ser atendida e resolver um problema!",0,0,0,0
555602,2023-10-10 02:17:21.963,"odiando o cartão, quero antecipar as parcelas e não tem como fazer isso, o bom seria ter como antecipar pós não é todos os dias que você tem um dinheiro só dando e você quer antecipar  as divis e não pode ",2,0,0,2
555654,2023-10-10 02:17:21.963,eu paguei meu empréstimo antecipado e até agora não me deram outro valor de empréstimo fiquei chateada ,1,0,0,1
555691,2023-10-10 02:17:21.963,"gostei do atendimento, entendi o que quis dizer, espero que eu consiga o que solicitei ",0,0,0,0
555742,2023-10-10 02:17:21.963,"gostei, muito tapido pra responder!",0,0,0,0
553469,2023-10-10 02:17:21.963,"Pedi o cancelamento da conta e ela não foi cancelada, ao menos notificaram que o atendimento começou! E por isso apenas perdi tempo",0,0,0,0
507736,2023-10-10 02:17:21.963,vcs custam de mais pra deixar a gente fala com o especialista?,0,0,0,0
546797,2023-10-10 02:17:21.963,Demora varias horas para responderem e quando respodem o app não notifica e a gente acaba não vendo a mensagem e o atendimento se encerra em 30 minutos ,0,0,0,0
550497,2023-10-10 02:17:21.963,Não consegui falar,0,0,0,0
550645,2023-10-10 02:17:21.963,um bom atendimento,2,0,0,2
349199,2023-10-10 02:17:21.963,péssimo atendimento fora a demora,0,0,0,0
555249,2023-10-10 02:17:21.963,eu queria cancelar e nao deu essa opcao,1,0,0,1
510965,2023-10-10 02:17:21.963,ótimo ,2,0,1,2
554105,2023-10-10 02:17:21.963,vcs são maravilhosos parabéns ,0,0,0,0
555264,2023-10-10 02:17:21.963,"Nao resolveram o problema se cai num golpe, a empresa nao responde como vou cancelar direto com a empresa?",0,0,0,0
555345,2023-10-10 02:17:21.963,Will vive com instabilidade qual o problema?,0,0,0,0
476290,2023-10-10 02:17:21.963,quero que voce volte a mim atenter to com duvidas,1,0,0,1
525946,2023-10-10 02:17:21.963,"demorou muitas horas, precisei ir trabalhar e nem consegui ver a resposta daí ",0,0,0,0
542827,2023-10-10 02:17:21.963,vou permanecer ,0,0,0,0
544858,2023-10-10 02:17:21.963,muito tempo de espera .,1,0,0,1
367027,2023-10-10 02:17:21.963,comecar conversa ,0,0,0,0
546938,2023-10-10 02:17:21.963,Gostaria de continuar o atendimento,0,0,0,0
552702,2023-10-10 02:17:21.963,amei vcs são muito rapidos,0,0,0,0
487605,2023-10-10 02:17:21.963,atendimento maravilhoso ,0,0,0,0
547503,2023-10-10 02:17:21.963,ótimo atendimento!,0,0,1,0
464558,2023-10-10 02:17:21.963,preciso que desbloquear meu cartão ,1,0,0,1
549650,2023-10-10 02:17:21.963,o atendimento é muito eficiente. ,2,0,0,2
549688,2023-10-10 02:17:21.963,bom,2,0,0,2
549680,2023-10-10 02:17:21.963,gostei muito da ajuda obrigada ,2,0,0,2
549722,2023-10-10 02:17:21.963,atendimento ótimo ,0,0,1,0
262957,2023-09-29 16:47:45.401,quero mais limite 😍🙏,1,0,0,1
262643,2023-09-29 16:47:45.401,péssimo atendimento ,0,0,0,0
262949,2023-09-29 16:47:45.401,Muito obgd,2,0,0,2
263002,2023-09-29 16:47:45.401,sou surda só ,1,0,0,1
213597,2023-09-29 16:47:45.401,pq não liberou mais limite ,1,0,0,1
388207,2023-09-29 16:47:45.401,preciso do protocolo que foi feito aberto para a verificação  das compras dj cartão que eu não reconheco preciso do número  e de uma resolução  do problema.,1,0,0,1
389481,2023-09-29 16:47:45.401,Eu ñ gostei do atendimento ñ  pq ñ  resolveu nada eu paguei no dia 15 que foi no sábado aí tá o comprovante é ñ  liberou nada ,0,0,0,0
389999,2023-09-29 16:47:45.401,obrigado ,2,0,0,2
453472,2023-09-30 03:01:15.484,obrigada ,2,0,0,2
453470,2023-09-30 03:01:15.484,vcs são show. Essa equipe arrasa.,0,0,0,0
453576,2023-09-30 03:01:15.484,muito bom,2,0,0,2
405883,2023-09-30 03:01:15.484,"Não tinha nenhum motivo para recusar minha avaliação , mas tudo bem . ❤️",1,0,0,1
453571,2023-09-30 03:01:15.484,Bruna tem um ótimo atendimento e trata muito bem o cliente ❤️,2,0,1,2
220023,2023-09-29 16:47:45.401,Nota 10 pra will,1,0,0,1
219626,2023-09-29 16:47:45.401,Will tudo de bom ,2,0,0,2
218993,2023-09-29 16:47:45.401,um bom atendimento ,2,0,0,2
236126,2023-09-29 16:47:45.401,ótimo ,2,0,1,2
236307,2023-09-29 16:47:45.401,5977 final cartao desbloque ,1,0,0,1
235577,2023-09-29 16:47:45.401,gostaria de falar com alguem,1,0,0,1
237496,2023-09-29 16:47:45.401,demorado pra tentar resolver ou solucionar meu problema ,1,0,0,1
238408,2023-09-29 16:47:45.401,Me ajudaram a resolver meu problema ,0,0,0,0
238436,2023-09-29 16:47:45.401,heder2021,1,0,0,1
241203,2023-09-29 16:47:45.401,boa ,2,0,0,2
241328,2023-09-29 16:47:45.401,super rapido,1,0,0,1
231535,2023-09-29 16:47:45.401,Não consegui mudar o número de telefone do meu cadastro ,1,0,0,1
237475,2023-09-29 16:47:45.401,"Muito obrigado, atendimento nota 10!",2,0,0,2
238639,2023-09-29 16:47:45.401,horrível esperei horrores pra poder me atender não pude esperar mais porque tive que resolver outras coisas ,0,0,0,0
397927,2023-09-29 16:47:45.401,"atendimento muito bom,só muito pra ser atendido",2,0,0,2
395744,2023-09-29 16:47:45.401,"nao resolveu o meu problema,demorou para responder ",0,0,0,0
330829,2023-09-29 16:47:45.401,atendimento  muito bom,2,0,0,2
328258,2023-09-29 16:47:45.401,"bom atendimento,só demora um pouco pra responder",0,0,0,0
333092,2023-09-29 16:47:45.401,demora em responder e não consegui ter resposta,0,0,0,0
239412,2023-09-29 16:47:45.401,Péssimo ,0,0,0,0
333170,2023-09-29 16:47:45.401,"queria um aumento de limite, e também seria bom se pudéssemos conversar diretamente com nossas palavras ao invés de apenas confirmar opções ",1,0,0,1
331207,2023-09-29 16:47:45.401,o entregador não tá procurando o endereço ,1,0,0,1
289857,2023-09-29 16:47:45.401,atendimento show ,0,0,0,0
289824,2023-09-29 16:47:45.401,muito rápido atendimento ,0,0,0,0
280869,2023-09-29 16:47:45.401,Otimo,1,0,0,1
283653,2023-09-29 16:47:45.401,ta dificil,1,0,0,1
275753,2023-09-29 16:47:45.401,nem vale apenas comenta,0,0,0,0
289207,2023-09-29 16:47:45.401,"vcs demora tempo para responder, e quando vamos responder já encerrou, horrível o atendimento de vcs.",0,0,0,0
223425,2023-09-29 16:47:45.401,O atendimento foi muito satisfatorio !,2,0,0,2
289782,2023-09-29 16:47:45.401,obrigada pelo seu desempenho ,2,0,0,2
287941,2023-09-29 16:47:45.401,"meu problema não foi resolvido, e tive que pagar por erro que não foi meu.",0,0,0,0
262997,2023-09-29 16:47:45.401,excelente ,2,0,0,2
260962,2023-09-29 16:47:45.401,resolveu o poblema,1,0,0,1
263025,2023-09-29 16:47:45.401,"atendente excelente, me explicou direitinho e resolveu minha dúvida. parabéns kalvin, está na profissão certa sabe atender perfeitamente.",1,0,0,1
211930,2023-09-29 16:47:45.401,excelente atendimento ,2,0,0,2
358591,2023-09-29 16:47:45.401,mt bom,2,0,0,2
352328,2023-09-29 16:47:45.401,"Atendimento excelente, rápido e eficiente na resolução do problema.",0,0,0,0
316614,2023-09-29 16:47:45.401,super atenciosos ,1,0,0,1
357643,2023-09-29 16:47:45.401,❤️❤️❤️ otimo atendimento ,0,0,0,0
357192,2023-09-29 16:47:45.401,excelente atendimento ,2,0,0,2
329079,2023-09-29 16:47:45.401,"Eu adorei, me ajudou muito ",0,0,0,0
323990,2023-09-29 16:47:45.401,Demora pra nos responder ,0,0,0,0
219530,2023-09-29 16:47:45.401,obrigada ,2,0,0,2
219853,2023-09-29 16:47:45.401,Muito obrigada... resolveu graças a Deus .. e tudo bem explicadinho,2,0,0,2
216247,2023-09-29 16:47:45.401,Não resolveu meu problema mais eu estou gostando muito do banco por enquanto muito obrigada ,2,0,0,2
228435,2023-09-29 16:47:45.401,ótimo ,2,0,1,2
227421,2023-09-29 16:47:45.401,"Fora os problemas que tive no app é bom, mas pode melhorar.",2,0,0,2
230598,2023-09-29 16:47:45.401,foi tudo muito bem explicado🥰,2,0,0,2
458035,2023-10-01 02:17:53.606,atendumento fraco ,1,0,0,1
455371,2023-10-01 02:17:53.606,obrigada ,2,0,0,2
303015,2023-09-29 16:47:45.401,muito bom o atendimento ,2,0,0,2
240991,2023-09-29 16:47:45.401,atendimento ótimo tão de parabéns ,0,0,1,0
240424,2023-09-29 16:47:45.401,Solicitei o extrato do cartão de crédito e me enviaram o extrato da conta ,1,0,0,1
240833,2023-09-29 16:47:45.401,obg Joyce pelo o atendimento.,1,0,0,1
450702,2023-09-30 03:01:15.484,n gostei por que sou um bom cliente meu nome é limpo pago minhas faturas antes da data e n consigo um aumento de limite,0,0,0,0
450894,2023-09-30 03:01:15.484,porque eu não sabia do meu cartão como vou saber se e pra mi mesmo ,1,0,0,1
439766,2023-09-30 03:01:15.484,"Passei por vários atendentes no telefone e no e-mail e ninguém entendeu o meu problema pra q fosse resolvido…
E olha q só quero entrar no app para pagar minha dívida e não consigo.",1,0,0,1
450746,2023-09-30 03:01:15.484,ótimo atendimento ,0,0,1,0
447229,2023-09-30 03:01:15.484,excelente ,2,0,0,2
445539,2023-09-30 03:01:15.484,Preciso de uma informação e precisei do chat do app e não está abrindo,0,0,0,0
451007,2023-09-30 03:01:15.484,gostei,0,0,0,0
459436,2023-10-01 02:17:53.606,seu atendimento foi muito bom ,2,0,0,2
358849,2023-09-29 16:47:45.401,fui bem atendido !!,1,0,0,1
358453,2023-09-29 16:47:45.401,fui bem atendido,1,0,0,1
357125,2023-09-29 16:47:45.401,fui bem atendido ,1,0,0,1
