seg_grupos_3,Comprador_Digital_Móvel,Digital_Moderado,Entusiasta_Digital,Gastador_Digital_Estratégico,Outros
"Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",0.047619047619047616,0.0,0.0,0.0,0.9523809523809523
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - APOSENTADOS,0.04878048780487805,0.0,0.04878048780487805,0.024390243902439025,0.8780487804878049
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - AUTÔNOMOS,0.03,0.05,0.08,0.01,0.83
"Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES",0.04285714285714286,0.0,0.04285714285714286,0.02857142857142857,0.8857142857142857
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - OUTROS,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.7727272727272727
"Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - PROFISSIONAIS DAS CIÊNCIAS EXATAS, BIOLÓGICAS, HUMANAS E DAS ARTES",0.044444444444444446,0.022222222222222223,0.022222222222222223,0.0,0.9111111111111111
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - TÉCNICOS DE NIVEL MÉDIO,0.075,0.025,0.15,0.0,0.75
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - APOSENTADOS,0.07894736842105263,0.07894736842105263,0.02631578947368421,0.0,0.8157894736842105
"Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES",0.03508771929824561,0.05263157894736842,0.017543859649122806,0.0,0.8947368421052632
"Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - PROFISSIONAIS DAS CIÊNCIAS EXATAS, BIOLÓGICAS, HUMANAS E DAS ARTES",0.034482758620689655,0.10344827586206896,0.06896551724137931,0.034482758620689655,0.7586206896551724
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,0.04,0.04,0.08,0.02,0.82
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Segundo grau completo - Sem Desaprov ou Outros - MALE - APOSENTADOS,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.6923076923076923
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Segundo grau completo - Sem Desaprov ou Outros - MALE - TÉCNICOS DE NIVEL MÉDIO,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.03571428571428571,0.7857142857142857
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda até R$1315 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - DONAS DE CASA,0.06666666666666667,0.13333333333333333,0.0,0.0,0.8
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda até R$1315 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - ESTUDANTES,0.5,0.0,0.0,0.0,0.5
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda até R$1315 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,0.14285714285714285,0.14285714285714285,0.0,0.0,0.7142857142857143
"Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda até R$1315 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",0.03225806451612903,0.12903225806451613,0.03225806451612903,0.0,0.8064516129032258
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda até R$1315 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - AUTÔNOMOS,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.034482758620689655,0.7586206896551724
Serasa >654-794 - BVS >699 - Utilizado mercado acima de R$1434 - Renda até R$1315 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - OUTROS,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666
"Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - PROFISSIONAIS DAS CIÊNCIAS EXATAS, BIOLÓGICAS, HUMANAS E DAS ARTES",0.11764705882352941,0.0,0.0,0.0,0.8823529411764706
Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,0.038461538461538464,0.19230769230769232,0.0,0.0,0.7692307692307693
"Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",0.03333333333333333,0.03333333333333333,0.1,0.0,0.8333333333333334
Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - APOSENTADOS,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334
Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - AUTÔNOMOS,0.04,0.06,0.04,0.0,0.86
"Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0,0.7647058823529411
Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - MALE - AUTÔNOMOS,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.7142857142857143
Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - MALE - TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,0.2,0.0,0.0,0.0,0.8
Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - ESTUDANTES,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
"Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",0.03488372093023256,0.03488372093023256,0.11627906976744186,0.023255813953488372,0.7906976744186046
Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.6923076923076923
Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda >R$1779 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - OUTROS,0.0425531914893617,0.06382978723404255,0.0851063829787234,0.0425531914893617,0.7659574468085106
"Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda até R$1315 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES",0.14285714285714285,0.0,0.14285714285714285,0.0,0.7142857142857143
"Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda até R$1315 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - PROFISSIONAIS DAS CIÊNCIAS EXATAS, BIOLÓGICAS, HUMANAS E DAS ARTES",0.037037037037037035,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.6666666666666666
Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda até R$1315 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - OUTROS,0.043478260869565216,0.0,0.13043478260869565,0.043478260869565216,0.782608695652174
Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda até R$1315 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - DONAS DE CASA,0.041666666666666664,0.0,0.16666666666666666,0.0,0.7916666666666666
Serasa >654-794 - BVS >699 - Utilizado mercado até R$1434 - Renda até R$1315 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,0.03125,0.09375,0.15625,0.03125,0.6875
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - AUTÔNOMOS,0.061855670103092786,0.041237113402061855,0.1134020618556701,0.030927835051546393,0.7525773195876289
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - ESTUDANTES,0.11428571428571428,0.0,0.11428571428571428,0.0,0.7714285714285715
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - OUTROS,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.0,0.8484848484848485
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - PROFISSIONAIS DAS CIÊNCIAS EXATAS, BIOLÓGICAS, HUMANAS E DAS ARTES",0.0821917808219178,0.0547945205479452,0.0547945205479452,0.0,0.8082191780821918
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,0.047619047619047616,0.07936507936507936,0.06349206349206349,0.031746031746031744,0.7777777777777778
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",0.03278688524590164,0.040983606557377046,0.09836065573770492,0.00819672131147541,0.819672131147541
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TÉCNICOS DE NIVEL MÉDIO,0.14814814814814814,0.037037037037037035,0.037037037037037035,0.0,0.7777777777777778
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - ESTUDANTES,0.21428571428571427,0.07142857142857142,0.0,0.0,0.7142857142857143
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - OUTROS,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.0,0.6666666666666666
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - PROFISSIONAIS DAS CIÊNCIAS EXATAS, BIOLÓGICAS, HUMANAS E DAS ARTES",0.1,0.05,0.05,0.0,0.8
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,0.1320754716981132,0.03773584905660377,0.09433962264150944,0.018867924528301886,0.7169811320754716
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",0.061224489795918366,0.10204081632653061,0.14285714285714285,0.0,0.6938775510204082
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,0.05,0.2,0.2,0.1,0.45
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - TÉCNICOS DE NIVEL MÉDIO,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.0,0.7777777777777778
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - APOSENTADOS,0.08,0.0,0.0,0.0,0.92
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - ESTUDANTES,0.1,0.1,0.1,0.0,0.7
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - OUTROS,0.05263157894736842,0.07017543859649122,0.12280701754385964,0.017543859649122806,0.7368421052631579
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - PROFISSIONAIS DAS CIÊNCIAS EXATAS, BIOLÓGICAS, HUMANAS E DAS ARTES",0.038461538461538464,0.07692307692307693,0.0,0.0,0.8846153846153846
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",0.05714285714285714,0.11428571428571428,0.11428571428571428,0.02857142857142857,0.6857142857142857
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,0.0673076923076923,0.04326923076923077,0.057692307692307696,0.009615384615384616,0.8221153846153846
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",0.03482587064676617,0.03980099502487562,0.07960199004975124,0.024875621890547265,0.8208955223880597
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,0.13333333333333333,0.0,0.06666666666666667,0.0,0.8
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - TÉCNICOS DE NIVEL MÉDIO,0.1,0.08,0.0,0.06,0.76
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - MALE - MEMBROS DAS FORÇAS ARMADAS, POLICIAIS E BOMBEIROS MILITARES",0.5,0.0,0.0,0.0,0.5
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - MALE - OUTROS,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.8571428571428571
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - MALE - PROFISSIONAIS DAS CIÊNCIAS EXATAS, BIOLÓGICAS, HUMANAS E DAS ARTES",0.08333333333333333,0.08333333333333333,0.0,0.0,0.8333333333333334
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - MALE - TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",0.038461538461538464,0.0,0.19230769230769232,0.0,0.7692307692307693
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - MALE - TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,0.046875,0.015625,0.046875,0.015625,0.875
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - MALE - TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",0.038461538461538464,0.028846153846153848,0.125,0.009615384615384616,0.7980769230769231
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - MALE - TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,0.06451612903225806,0.0967741935483871,0.0,0.0,0.8387096774193549
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1315-1660 - Segundo grau completo - Sem Desaprov ou Outros - MALE - TÉCNICOS DE NIVEL MÉDIO,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.0,0.8181818181818182
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1660-1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - ESTUDANTES,0.5,0.0,0.0,0.0,0.5
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1660-1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES",0.1111111111111111,0.0,0.1111111111111111,0.0,0.7777777777777778
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1660-1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - OUTROS,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1660-1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - PROFISSIONAIS DAS CIÊNCIAS EXATAS, BIOLÓGICAS, HUMANAS E DAS ARTES",0.1111111111111111,0.0,0.0,0.0,0.8888888888888888
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1660-1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,0.043478260869565216,0.0,0.043478260869565216,0.0,0.9130434782608695
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1660-1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",0.14285714285714285,0.07142857142857142,0.0,0.0,0.7857142857142857
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1660-1779 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - PROFISSIONAIS DAS CIÊNCIAS EXATAS, BIOLÓGICAS, HUMANAS E DAS ARTES",0.2,0.0,0.0,0.0,0.8
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1660-1779 - Outras Escolaridades - Sem Desaprov ou Outros - MALE - TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,0.18181818181818182,0.0,0.0,0.09090909090909091,0.7272727272727273
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1660-1779 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,0.05405405405405406,0.08108108108108109,0.05405405405405406,0.0,0.8108108108108109
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1660-1779 - Segundo grau completo - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",0.03125,0.03125,0.15625,0.03125,0.75
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1660-1779 - Segundo grau completo - Sem Desaprov ou Outros - MALE - TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",0.041666666666666664,0.08333333333333333,0.0,0.0,0.875
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - APOSENTADOS,0.04145077720207254,0.046632124352331605,0.031088082901554404,0.010362694300518135,0.8704663212435233
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - ESTUDANTES,0.14736842105263157,0.06315789473684211,0.08421052631578947,0.0,0.7052631578947368
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES",0.06818181818181818,0.04220779220779221,0.05627705627705628,0.0183982683982684,0.814935064935065
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - OUTROS,0.0625,0.057291666666666664,0.07291666666666667,0.010416666666666666,0.796875
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - PROFISSIONAIS DAS CIÊNCIAS EXATAS, BIOLÓGICAS, HUMANAS E DAS ARTES",0.08220457730032694,0.03736571695469407,0.0541802895843064,0.019617001401214387,0.8066324147594582
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS,0.07275541795665634,0.03560371517027864,0.06501547987616099,0.017027863777089782,0.8095975232198143
"Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",0.038984587488667274,0.04986400725294651,0.1042611060743427,0.014505893019038985,0.7923844061650045
Serasa >654-794 - BVS Até 699 - Utilizado mercado acima de R$1434 - Renda >R$1779 - Outras Escolaridades - Sem Desaprov ou Outros - FEMALE - TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,0.05405405405405406,0.08108108108108109,0.05405405405405406,0.0,0.8108108108108109
