,dt_mes,hierarquia_1,hierarquia_4,clientes_cx,vl_bruto_recuperados_60d,LTV_Receita_Recuperado,LT_mediano_recuperados,clientes_recorte_total,clientes_recorte_churn,clientes_recorte_churn_recuperados,montante_ltv,media_ltv,mediana_ltv,clientes_rentaveis_total,perc_recorte,perc_churn_recorte,perc_recuperacao_churn
18,2023-02-01,Fraude,Novos Produtos,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
19,2023-06-01,Tecnologia,Token SMS,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
20,2023-04-01,Atendimento,Chat duplicado,30,360.0,271.9392176004262,33.36600958977091,23.0,23.0,1.0,4053534449.564043,2446.2797368553447,361.5283024593481,1656724,0.7666666666666667,1.0,0.043478260869565216
21,2023-04-01,Crédito Pessoal,Primeiro Desbloqueio de cartão,2,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1656724,1.5,1.0,0.0
22,2023-04-01,Marketplace,Recebimento de PIX,18,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1656724,0.2777777777777778,0.6,0.0
23,2023-05-01,Marketplace,Fechamento Fatura,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
24,2023-03-01,Fraude,Antecipação de Fatura,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586123,0.0,0.0,0.0
25,2023-01-01,Crédito Pessoal,Faturas futuras,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1448099,0.2,0.0,0.0
26,2023-06-01,Crédito Pessoal,Token E-mail,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
27,2023-06-01,Conta,Desbloqueio de cartão,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
28,2023-04-01,Fraude,Parcelamento de compra,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1656724,0.5,1.0,0.0
29,2023-02-01,Marketplace,Gestão de Saque,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
30,2023-04-01,Marketing,Gestão do Bolso/Rendimento Conta,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1656724,0.5,0.0,0.0
31,2023-04-01,Marketing,Uso do cartão de débito,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656724,0.0,0.0,0.0
32,2023-05-01,Marketing,Token SMS,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
33,2023-01-01,Marketplace,Token SMS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448099,0.0,0.0,0.0
34,2023-06-01,Marketplace,Wallet,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
35,2023-06-01,Crédito Pessoal,Gerar fatura,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
36,2023-05-01,Fraude,Pagamento de Boleto,9,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1765592,0.3333333333333333,0.0,0.0
37,2023-05-01,Atendimento,Chat duplicado,25,600.0,5957.83145038168,24.36641221374046,3.0,1.0,1.0,2861191525.461894,1620.2794471948807,267.71039556756136,1765592,0.12,0.3333333333333333,1.0
38,2023-06-01,Crédito Pessoal,Dúvidas sobre campanha gamificação,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
39,2023-01-01,Cartão,Parcelamento de compra,261,11826.691753692226,5242.85912871895,36.824034334763944,89.0,7.0,6.0,3233440266.286441,2232.4298732641582,378.52802647246097,1448099,0.34099616858237547,0.07865168539325842,0.8571428571428571
40,2023-05-01,Tecnologia,Reenvio de cartão,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
41,2023-06-01,Tecnologia,Problemas com a compra,101,360.0,1622.595984206008,36.824034334763944,6.0,1.0,1.0,5033026332.957303,2719.766777278206,379.875487539779,1850274,0.0594059405940594,0.16666666666666666,1.0
42,2023-06-01,Cartão,Contactless,1006,23512.680366528017,10984.308358488597,39.843335439039805,178.0,16.0,15.0,5445697628.742007,2942.767732560732,411.02249518672204,1850274,0.17693836978131214,0.0898876404494382,0.9375
43,2023-05-01,Marketplace,Dúvidas Marketplace,72,500.0,-66.58414102503994,33.36600958977091,14.0,2.0,1.0,3917956531.281954,2218.7205526600615,366.587725243831,1765592,0.19444444444444445,0.14285714285714285,0.5
44,2023-03-01,Conta,Boleto de Depósito,290,1325.4179910818934,-47.59747680890536,28.38589981447124,71.0,2.0,1.0,2836471138.9343925,1787.9991596881937,306.1973481605382,1586123,0.24482758620689654,0.028169014084507043,0.5
45,2023-05-01,Tecnologia,Erro acessar app,734,19210.4529504129,19053.306100042286,35.929549902152644,217.0,29.0,24.0,4218976630.2865334,2389.1868340219676,394.7529875344402,1765592,0.2956403269754768,0.1336405529953917,0.8275862068965517
46,2023-03-01,Conta,Não reconhecimento de recarga/título/ted,64,1779.5021931394801,131.91781171998375,31.161777032690694,19.0,3.0,3.0,3113851657.6485085,1962.8488620408982,336.14060338913345,1586123,0.296875,0.15789473684210525,1.0
47,2023-03-01,Tecnologia,Member Get Member (MGM),8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1586123,0.125,0.0,0.0
48,2023-06-01,Atendimento,Assunto não identificado,72,3607.0114795080144,1267.044379283045,47.10311418685121,12.0,3.0,3.0,6437947887.825761,3478.963871994795,485.91412618469377,1850274,0.16666666666666666,0.25,1.0
49,2023-05-01,Cartão,Chat sem retorno,37,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1765592,0.08108108108108109,0.0,0.0
50,2023-02-01,Conta,Cancelamento de conta will,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
51,2023-05-01,Fraude,Não entendimento fatura,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
52,2023-01-01,Tecnologia,Gestão de Saque,15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1448099,0.13333333333333333,0.0,0.0
53,2023-05-01,Crédito Pessoal,Informações sobre fatura,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
54,2023-04-01,Tecnologia,Resultado da Proposta,36,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1656724,0.05555555555555555,1.0,0.0
55,2023-01-01,Conta,Cancelamento de conta,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448099,0.0,0.0,0.0
56,2023-01-01,Cartão,Canais de atendimento,15,360.0,-103.87253172962727,39.843335439039805,3.0,1.0,1.0,3498558685.3563504,2415.4727718311306,409.5645521811259,1448099,0.2,0.3333333333333333,1.0
57,2023-04-01,Fraude,Envio de PIX,24,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,1656724,0.2916666666666667,0.8571428571428571,0.0
58,2023-03-01,Marketing,Envio de PIX,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586123,0.0,0.0,0.0
59,2023-02-01,Conta,Token SMS,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
60,2023-01-01,Fraude,Gestão de Extrato,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448099,0.0,0.0,0.0
61,2023-06-01,Riscos 2 nivel,Token E-mail,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1850274,0.25,0.0,0.0
62,2023-03-01,Conta,Lançamentos duplicados,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586123,0.0,0.0,0.0
63,2023-05-01,Tecnologia,Gerar fatura,19,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1765592,0.15789473684210525,0.0,0.0
64,2023-02-01,Crédito Pessoal,Faturas futuras,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
65,2023-04-01,Fraude,Chaves PIX,5,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1656724,1.0,1.0,0.0
66,2023-03-01,Fraude,Problema no recebimento do cartão,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586123,0.0,0.0,0.0
67,2023-02-01,Marketplace,Faturas futuras,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
68,2023-06-01,Marketplace,Recebimento de TED,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
69,2023-02-01,Conta,Compra internacional,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
70,2023-04-01,Cartão,Cancelamento de conta,6904,426426.3293813298,502793.4363775229,33.36600958977091,10674.0,10082.0,623.0,4053534449.564043,2446.2797368553447,361.5283024593481,1656724,1.5460602549246814,0.9445381300356005,0.06179329498115453
71,2023-01-01,Cartão,Alteração de Cadastro,6288,278640.00597863045,874484.0062456655,36.824034334763944,1772.0,302.0,251.0,3233440266.286441,2232.4298732641582,378.52802647246097,1448099,0.2818066157760814,0.17042889390519186,0.8311258278145696
72,2023-05-01,Marketing,Dúvidas campanha,923,18116.767292674896,10656.325695774234,36.82100919058719,215.0,18.0,16.0,4323654977.635714,2448.4656950373346,404.54732724460115,1765592,0.23293607800650054,0.08372093023255814,0.8888888888888888
73,2023-01-01,Tecnologia,Segunda via cartão,122,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1448099,0.040983606557377046,0.2,0.0
74,2023-06-01,Cartão,Problema no recebimento do cartão,2884,22787.830391705073,15748.352392848632,33.36600958977091,321.0,28.0,28.0,4560391275.012627,2464.362365829482,344.202621715604,1850274,0.11130374479889044,0.08722741433021806,1.0
75,2023-01-01,Cartão,Chat sem retorno,370,11979.210777935503,46209.021147618914,47.10311418685121,40.0,7.0,7.0,4136024442.4785438,2855.591494363446,484.19053414316943,1448099,0.10810810810810811,0.175,1.0
76,2023-05-01,Conta,Uso do cartão de débito,479,6511.48125414128,14077.453560873715,39.843335439039805,108.0,10.0,9.0,4678547366.93779,2649.4396037165907,437.7532070602274,1765592,0.2254697286012526,0.09259259259259259,0.9
77,2023-03-01,Cartão,Member Get Member (MGM),153,500.0,641.8612152422463,31.161777032690694,29.0,1.0,1.0,3113851657.6485085,1962.8488620408982,336.14060338913345,1586123,0.1895424836601307,0.034482758620689655,1.0
78,2023-05-01,Atendimento,Chat sem retorno,252,11431.191717559204,2477.1785516548794,38.377117838522906,62.0,12.0,10.0,4506378836.902156,2551.9413662906777,421.6440773952063,1765592,0.24603174603174602,0.1935483870967742,0.8333333333333334
79,2023-03-01,Tecnologia,Gestão de Recarga,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586123,0.0,0.0,0.0
80,2023-01-01,Cartão,Dúvidas sobre cartão,472,9283.308093477906,-50.84180634219149,39.843335439039805,87.0,9.0,7.0,3498558685.3563504,2415.4727718311306,409.5645521811259,1448099,0.1843220338983051,0.10344827586206896,0.7777777777777778
81,2023-03-01,Conta,Vencimento fatura,154,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1586123,0.03896103896103896,0.0,0.0
82,2023-02-01,Conta,Chaves PIX,501,8686.73105292244,13521.28100467142,36.824034334763944,104.0,14.0,12.0,3179305679.873502,2130.2993924463067,373.9733310481703,1492153,0.20758483033932135,0.1346153846153846,0.8571428571428571
83,2023-06-01,Cartão,Problema de Cadastro da proposta,13,460.0,1009.0582585549035,31.161777032690694,3.0,3.0,2.0,4259121718.209253,2301.561125106052,321.46383351929245,1850274,0.23076923076923078,1.0,0.6666666666666666
84,2023-05-01,Tecnologia,Rastreio de cartão,71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1765592,0.014084507042253521,0.0,0.0
85,2023-04-01,Fraude,Resultado da Proposta,32,1367.682811196492,422.2567828326181,36.824034334763944,1.0,1.0,1.0,4473639298.888653,2699.810080076675,398.9967870426235,1656724,0.03125,1.0,1.0
86,2023-02-01,Cartão,Lançamentos duplicados,242,6887.634774183476,6695.792482600597,37.65737911997942,77.0,7.0,6.0,3251254825.5005817,2178.5090446941826,382.4365190412479,1492153,0.3181818181818182,0.09090909090909091,0.8571428571428571
87,2023-05-01,Conta,Recebimento de TED,83,3982.2217744789377,10726.00949629038,33.992905683727315,19.0,4.0,4.0,3991568919.3364315,2260.4069054827196,373.4753457856106,1765592,0.2289156626506024,0.21052631578947367,1.0
88,2023-02-01,Fraude,Uso do cartão de débito,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
89,2023-02-01,Marketplace,Problemas com a compra,43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1492153,0.023255813953488372,0.0,0.0
90,2023-05-01,Conta,Dúvidas sobre cartão,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1765592,0.06666666666666667,0.0,0.0
91,2023-04-01,Conta,Dúvidas em lançamentos,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1656724,0.07142857142857142,0.0,0.0
92,2023-03-01,Conta,Consulta Saldo,38,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1586123,0.23684210526315788,0.0,0.0
93,2023-02-01,Marketplace,Primeiro Desbloqueio de cartão,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
94,2023-04-01,Crédito Pessoal,Dúvidas sobre campanha gamificação,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656724,0.0,0.0,0.0
95,2023-04-01,Crédito Pessoal,Recebimento de PIX,9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1656724,0.1111111111111111,1.0,0.0
96,2023-02-01,Fraude,Dúvidas sobre campanha gamificação,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
97,2023-04-01,Marketing,Recebimento de PIX,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656724,0.0,0.0,0.0
98,2023-02-01,Fraude,Envio de PIX,23,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1492153,0.13043478260869565,0.0,0.0
99,2023-05-01,Cartão,Chat duplicado,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
100,2023-02-01,Crédito Pessoal,Gestão do Bolso/Rendimento Conta,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
101,2023-01-01,Conta,Gestão de Recarga,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448099,0.0,0.0,0.0
102,2023-03-01,Tecnologia,Problema de Cadastro da proposta,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586123,0.0,0.0,0.0
103,2023-02-01,Marketing,Gestão do Bolso/Rendimento Conta,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
104,2023-04-01,Marketing,Dúvidas sobre cartão,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656724,0.0,0.0,0.0
105,2023-06-01,Conta,Lançamentos duplicados,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
106,2023-04-01,Fraude,Compra internacional,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656724,0.0,0.0,0.0
107,2023-03-01,Crédito Pessoal,Gestão de Extrato,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586123,0.0,0.0,0.0
108,2023-06-01,Marketing,Dúvidas sobre empréstimo/crédito pessoal,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
109,2023-01-01,Conta,Gestão do Bolso/Rendimento Conta,549,15496.24533838729,1846.976281295823,35.929549902152644,138.0,16.0,13.0,3154897487.5219398,2178.2024154474016,369.33328632235606,1448099,0.25136612021857924,0.11594202898550725,0.8125
110,2023-02-01,Marketplace,Recebimento de PIX,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
111,2023-04-01,Crédito Pessoal,Rastreio de cartão,6,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1656724,0.6666666666666666,1.0,0.0
112,2023-06-01,Conta,Dúvidas Conta,1018,7165.110336793812,5123.316377597435,36.824034334763944,94.0,14.0,7.0,5033026332.957303,2719.766777278206,379.875487539779,1850274,0.09233791748526522,0.14893617021276595,0.5
113,2023-06-01,Conta,Compensação fatura,22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1850274,0.045454545454545456,0.0,0.0
114,2023-06-01,Cartão,Cancelamento de conta,8025,389065.45954945096,903013.0987941343,33.36600958977091,1135.0,682.0,558.0,4560391275.012627,2464.362365829482,344.202621715604,1850274,0.14143302180685358,0.6008810572687224,0.8181818181818182
115,2023-02-01,Conta,Gestão de Extrato,1173,33527.79731507276,35121.99640835977,31.161777032690694,384.0,45.0,39.0,2690438907.7612524,1802.7333473784574,316.46922366933563,1492153,0.3273657289002558,0.1171875,0.8666666666666667
116,2023-04-01,Fraude,Dúvidas sobre cartão,5,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1656724,0.6,1.0,0.0
117,2023-01-01,Fraude,Cancelamento de compra no crédito,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448099,0.0,0.0,0.0
118,2023-01-01,Conta,Primeiro Desbloqueio de cartão,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448099,0.0,0.0,0.0
119,2023-04-01,Cartão,Cartão black,26,1315.2101419288194,127.75566502463055,63.87783251231527,31.0,25.0,1.0,7760322490.932001,4683.300437491401,692.1308432411337,1656724,1.1923076923076923,0.8064516129032258,0.04
120,2023-02-01,Marketplace,Rastreio de cartão,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
121,2023-02-01,Fraude,Resultado da Proposta,45,500.0,238.9487164612038,36.817984046410444,1.0,1.0,1.0,3178783311.358627,2129.949378499263,373.9118862192634,1492153,0.022222222222222223,1.0,1.0
122,2023-05-01,Fraude,Informações sobre fatura,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
123,2023-05-01,Crédito Pessoal,Dúvidas sobre pagamento de fatura,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
124,2023-06-01,Crédito Pessoal,Wallet,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
125,2023-03-01,Marketplace,Dúvidas campanha,6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1586123,0.3333333333333333,0.0,0.0
126,2023-06-01,Conta,Canais de atendimento,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
127,2023-02-01,Marketplace,Parcelamento de compra,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
128,2023-06-01,Marketing,Informações sobre cartão,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
129,2023-04-01,Conta,Devolução,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656724,0.0,0.0,0.0
130,2023-03-01,Crédito Pessoal,Resultado da Proposta,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586123,0.0,0.0,0.0
131,2023-05-01,Fraude,Atendimento de terceiros,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
132,2023-06-01,Marketing,Gerar fatura,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
133,2023-05-01,Tecnologia,Member Get Member (MGM),2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1765592,0.5,0.0,0.0
134,2023-04-01,Tecnologia,Lançamentos duplicados,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656724,0.0,0.0,0.0
135,2023-05-01,Marketplace,Resultado análise de fraude,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
136,2023-02-01,Fraude,Parcelamento de compra,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
137,2023-06-01,Riscos 2 nivel,Resultado da Proposta,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
138,2023-06-01,Fraude,Gerar fatura,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1850274,1.0,0.0,0.0
139,2023-04-01,Marketing,Recebimento de TED,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656724,0.0,0.0,0.0
140,2023-03-01,Tecnologia,Falsidade ideológica,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1586123,0.5,0.0,0.0
141,2023-06-01,Crédito Pessoal,Recebimento de TED,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
142,2023-03-01,Cartão,Token E-mail,1731,29837.395474368528,237984.74735009912,36.817984046410444,230.0,32.0,27.0,3679050156.0267506,2319.1276290926153,397.1538388182632,1586123,0.13287117273252455,0.1391304347826087,0.84375
143,2023-05-01,Tecnologia,Uso do cartão de débito,39,560.0,1605.59821273628,27.764094623215577,3.0,2.0,2.0,3260159581.6092467,1846.2132009160657,305.040261527089,1765592,0.07692307692307693,0.6666666666666666,1.0
144,2023-05-01,Cartão,Faturas futuras,915,20760.349014628704,32286.876778907652,33.36600958977091,192.0,24.0,16.0,3917956531.281954,2218.7205526600615,366.587725243831,1765592,0.2098360655737705,0.125,0.6666666666666666
145,2023-06-01,Cartão,Informações sobre fatura,4803,255040.11516526568,1071432.1508834246,36.824034334763944,985.0,178.0,145.0,5033026332.957303,2719.766777278206,379.875487539779,1850274,0.20508015823443682,0.18071065989847715,0.8146067415730337
146,2023-05-01,Cartão,Rastreio de cartão,5863,60457.030612301394,18173.706108816816,36.824034334763944,519.0,59.0,53.0,4324010200.916265,2448.6668563281887,404.5805640846047,1765592,0.08852123486269828,0.11368015414258188,0.8983050847457628
147,2023-02-01,Fraude,Alteração de senha,1723,62647.797392368266,30219.360577732565,35.929549902152644,497.0,66.0,56.0,3102077872.3142743,2078.552763437067,364.88922799217835,1492153,0.2884503772489843,0.13279678068410464,0.8484848484848485
148,2023-05-01,Tecnologia,Problemas com a compra,169,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1765592,0.05917159763313609,0.0,0.0
